0,0,0,279,2,1,0,0,1,16,2
0,0,0,1316,3,2,0,0,1,15,1
279,1,0,2147,2,3,37,3,11,30,2
279,1,0,2085,3,4,88,9,17,31,1
1316,2,0,2995,3,5,88,11,19,36,1
279,1,0,1275,2,6,88,14,22,43,2
2147,3,37,2757,3,7,37,20,28,49,1
2995,5,88,4096,2,8,135,23,31,50,2
2147,3,37,35,2,9,37,24,32,51,2
2085,4,88,250,3,10,135,25,33,43,1
1275,6,88,1231,2,11,88,28,36,49,1
2995,5,88,2901,2,12,88,29,37,57,2
250,10,135,3309,2,13,135,33,41,54,2
2995,5,88,650,2,14,135,34,42,52,2
250,10,135,1830,3,15,88,35,43,61,1
35,9,37,969,2,17,37,36,44,61,2
1231,11,88,2223,3,19,33,36,44,57,1
2757,7,37,1293,2,16,88,36,44,62,2
1231,11,88,2171,2,18,33,36,44,59,2
2757,7,37,1380,2,20,88,37,45,66,2
2901,12,88,3856,3,21,88,39,47,67,1
1380,20,88,2998,3,24,33,45,53,63,2
1380,20,88,3417,2,25,33,45,53,70,2
1380,20,88,220,3,23,33,45,53,63,1
2223,19,33,2697,2,22,88,45,53,74,2
1380,20,88,2890,2,26,33,46,54,70,2
1380,20,88,3566,3,27,33,46,54,67,1
1380,20,88,1436,3,28,33,47,55,70,2
1380,20,88,1383,2,30,33,48,56,77,2
1380,20,88,2337,2,31,33,48,56,72,2
1380,20,88,1382,2,29,33,48,56,75,2
1830,15,88,573,2,32,88,50,58,78,2
220,23,33,4003,3,33,88,55,63,84,1
3856,21,88,3488,3,34,88,56,64,78,1
3856,21,88,3005,3,35,88,57,65,86,1
220,23,33,3900,3,36,88,57,65,77,1
1382,29,33,1922,3,39,88,58,66,87,1
220,23,33,2704,3,37,88,58,66,80,2
220,23,33,2892,3,38,88,58,66,90,2
3417,25,33,1874,3,40,88,58,66,90,1
2697,22,88,1530,2,41,88,60,68,84,2
4003,33,88,833,3,42,88,65,73,95,1
1382,29,33,610,3,43,88,72,80,98,1
2704,37,88,1792,2,44,88,75,83,95,2
3005,35,88,815,2,45,135,86,94,109,2
0,0,0,1541,2,47,0,218,218,232,2
0,0,0,1495,1,46,0,218,218,239,2
1495,46,0,243,3,48,88,218,226,245,1
1541,47,0,1524,2,49,37,229,237,261,2
1495,46,0,3022,3,50,88,232,240,256,1
243,48,88,1745,3,51,88,236,244,258,1
243,48,88,2864,3,52,88,239,247,260,2
1524,49,37,3386,3,53,37,242,250,265,1
243,48,88,3214,3,54,88,243,251,261,2
1524,49,37,664,2,55,37,244,252,264,2
243,48,88,321,2,56,88,245,253,272,2
243,48,88,3810,3,57,88,246,254,265,1
3214,54,88,1411,3,59,33,251,259,269,1
3214,54,88,1059,2,58,33,251,259,270,2
3214,54,88,3210,2,60,33,253,261,280,2
321,56,88,2754,3,62,33,254,262,284,1
3214,54,88,2148,3,61,33,254,262,286,1
321,56,88,4298,2,64,33,255,263,275,2
3214,54,88,2239,2,63,33,255,263,274,2
321,56,88,1599,3,65,33,256,264,285,1
3214,54,88,3852,2,66,33,256,264,274,2
321,56,88,1718,2,67,33,259,267,278,2
3214,54,88,4154,2,69,33,259,267,286,2
3214,54,88,3464,3,68,33,259,267,287,2
321,56,88,3212,2,70,33,260,268,291,2
3210,60,33,1690,3,71,33,261,269,283,1
1059,58,33,102,3,72,33,262,270,290,2
3210,60,33,3490,2,73,33,263,271,283,2
4298,64,33,305,3,74,33,263,271,286,2
3810,57,88,4294,1,75,88,264,272,296,2
1411,59,33,2031,3,82,88,264,272,283,1
3210,60,33,3946,3,80,33,264,272,284,1
321,56,88,451,2,81,33,264,272,293,1
1059,58,33,3025,2,78,33,264,272,283,2
1599,65,33,1605,3,79,33,264,272,293,2
3210,60,33,990,3,77,33,264,272,285,1
321,56,88,2794,3,76,33,264,272,285,2
1059,58,33,2140,3,85,33,265,273,290,1
1059,58,33,2437,3,86,33,265,273,295,1
2239,63,33,2361,2,87,33,265,273,296,2
3210,60,33,286,3,88,33,265,273,294,1
2148,61,33,121,3,83,88,265,273,289,2
4298,64,33,673,3,84,33,265,273,292,1
2239,63,33,2722,2,91,33,266,274,288,1
3210,60,33,1171,2,89,33,266,274,290,2
321,56,88,2020,2,92,33,266,274,287,2
2239,63,33,230,2,90,33,266,274,295,1
1059,58,33,497,2,93,88,267,275,288,2
2239,63,33,1094,2,94,33,267,275,285,2
1411,59,33,1075,3,97,88,267,275,295,1
4298,64,33,915,2,98,33,267,275,294,2
4154,69,33,3037,2,96,33,267,275,289,2
1718,67,33,1008,2,95,33,267,275,299,2
3212,70,33,441,2,101,33,268,276,298,2
1059,58,33,3081,2,99,33,268,276,291,2
1718,67,33,2084,2,102,33,268,276,297,2
3852,66,33,459,2,100,33,268,276,288,2
2239,63,33,113,3,103,88,269,277,289,1
2239,63,33,3057,3,106,33,269,277,298,1
1718,67,33,2502,2,107,33,269,277,287,2
2239,63,33,2117,2,104,33,269,277,292,2
2239,63,33,2308,2,105,33,269,277,294,2
3464,68,33,3388,2,108,33,269,277,295,2
4154,69,33,2260,2,114,33,270,278,296,2
1059,58,33,1295,2,110,33,270,278,288,2
3212,70,33,922,3,109,88,270,278,295,1
102,72,33,3481,2,111,33,270,278,298,2
102,72,33,2883,2,113,33,270,278,289,2
3212,70,33,2159,3,112,33,270,278,294,2
2239,63,33,4047,2,119,33,271,279,296,2
4154,69,33,2194,2,117,33,271,279,298,2
2239,63,33,2633,2,120,33,271,279,296,1
3464,68,33,4274,2,118,33,271,279,299,2
3490,73,33,2855,3,116,33,271,279,303,2
4298,64,33,3708,2,115,33,271,279,294,2
305,74,33,2871,3,123,33,272,280,297,2
3490,73,33,241,2,122,33,272,280,294,2
4298,64,33,4243,2,121,33,272,280,304,2
1718,67,33,4114,3,126,33,272,280,297,1
3212,70,33,2979,2,125,33,272,280,296,2
305,74,33,3850,2,124,33,272,280,291,2
3852,66,33,719,2,127,33,273,281,292,2
102,72,33,3747,2,129,33,273,281,294,2
102,72,33,3484,2,128,33,273,281,305,2
1690,71,33,804,3,130,88,274,282,297,1
2794,76,33,72,3,131,33,274,282,303,1
3212,70,33,2682,2,133,33,274,282,301,2
3212,70,33,3644,2,134,33,274,282,303,2
